"2019-08-24 08:39:09.000","fsc.fitbit.com","cname","fitbitstatsprod.fitstar.com","201908"
"2019-08-24 21:08:12.000","ws.staging.fitstar.com","cname","websockets-staging-1080256218.us-east-1.elb.amazonaws.com","201908"
"2019-08-24 04:08:25.000","app.staging.fitstar.com","a","13.224.2.120","201908"
"2019-08-24 04:08:25.000","app.staging.fitstar.com","a","13.224.2.14","201908"
"2019-08-24 04:08:25.000","app.staging.fitstar.com","a","13.224.2.75","201908"
"2019-08-24 04:08:25.000","app.staging.fitstar.com","a","13.224.2.99","201908"
"2019-08-24 04:09:17.000","app2.staging.fitstar.com","a","13.32.253.122","201908"
"2019-08-24 04:09:17.000","app2.staging.fitstar.com","a","13.32.253.130","201908"
"2019-08-24 04:09:17.000","app2.staging.fitstar.com","a","13.32.253.133","201908"
"2019-08-24 04:09:17.000","app2.staging.fitstar.com","a","13.32.253.23","201908"
"2019-08-24 04:09:06.000","app.fitstar.com","cname","dqp7ldz1e2e8y.cloudfront.net","201908"
"2019-08-24 19:22:00.000","staging.fitstar.com","a","13.33.147.128","201908"
"2019-08-24 19:22:00.000","staging.fitstar.com","a","13.33.147.28","201908"
"2019-08-24 19:22:00.000","staging.fitstar.com","a","13.33.147.47","201908"
"2019-08-24 19:22:00.000","staging.fitstar.com","a","13.33.147.68","201908"
"2019-08-24 20:54:58.000","webviews.staging.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-24 04:22:38.000","assets.fitstar.com","cname","d2lxq5r8hh8lwz.cloudfront.net","201908"
"2019-08-24 04:11:33.000","assets.staging.fitstar.com","cname","d2znrkw151bm9u.cloudfront.net","201908"
"2019-08-24 03:31:34.000","admin.staging.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-24 08:38:55.000","fitbitstatsprod.fitstar.com","a","18.214.209.14","201908"
"2019-08-24 08:38:55.000","fitbitstatsprod.fitstar.com","a","34.231.191.221","201908"
"2019-08-24 08:38:55.000","fitbitstatsprod.fitstar.com","a","35.169.244.175","201908"
"2019-08-24 08:38:55.000","fitbitstatsprod.fitstar.com","a","54.210.242.18","201908"
"2019-08-24 08:31:01.000","fitbitstatsstaging.fitstar.com","a","35.168.229.164","201908"
"2019-08-24 08:31:01.000","fitbitstatsstaging.fitstar.com","a","52.73.108.135","201908"
"2019-08-24 03:31:34.000","nginxproxy.fitstar.com","a","54.86.169.225","201908"
"2019-08-24 17:05:27.000","origin.app.staging.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-24 16:56:00.000","origin.assets.staging.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-23 23:48:34.000","158.mail.fitstar.com","a","205.201.133.158","201908"
"2019-08-23 23:48:34.000","158.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?all","201908"
"2019-08-24 18:56:45.000","shop.fitstar.com","cname","fitstar.com","201908"
"2019-08-24 21:43:51.000","www.fitstar.com","a","52.84.246.15","201908"
"2019-08-24 21:43:51.000","www.fitstar.com","a","52.84.246.171","201908"
"2019-08-24 21:43:51.000","www.fitstar.com","a","52.84.246.132","201908"
"2019-08-24 21:43:51.000","www.fitstar.com","a","52.84.246.24","201908"
"2019-08-24 19:33:21.000","support.fitstar.com","cname","support.fitstar.com.00d40000000n2ljeac.live.siteforce.com","201908"
"2019-08-24 04:12:49.000","audio.staging.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-24 18:10:54.000","qa1fsc.fitbit.com","cname","fitbitstatsstaging.fitstar.com","201908"
"2019-08-24 12:08:40.000","mail.fitstar.com","a","198.2.138.251","201908"
"2019-08-24 12:08:40.000","mail.fitstar.com","mx","0 mxa-002de101.gslb.pphosted.com","201908"
"2019-08-24 12:08:40.000","mail.fitstar.com","txt","|v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net -all!","201908"
"2019-08-24 19:28:51.000","static.fitstar.com","cname","nginxproxy.fitstar.com","201908"
"2019-08-24 04:06:59.000","api.staging.fitstar.com","cname","fitstar-staging-new-200599005.us-east-1.elb.amazonaws.com","201908"
"2019-08-24 19:38:25.000","store.fitstar.com","cname","fitstar.com","201908"
"2019-08-23 23:44:59.000","135.mail.fitstar.com","a","205.201.133.135","201908"
"2019-08-23 23:44:59.000","135.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?allm","201908"
"2019-08-24 00:00:58.000","137.mail.fitstar.com","a","205.201.133.137","201908"
"2019-08-24 00:00:58.000","137.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?all","201908"
"2019-08-23 23:42:16.000","138.mail.fitstar.com","a","205.201.133.138","201908"
"2019-08-23 23:42:16.000","138.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?allom","201908"
"2019-08-23 23:38:51.000","139.mail.fitstar.com","a","205.201.133.139","201908"
"2019-08-23 23:38:51.000","139.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?allet","201908"
"2019-08-23 23:41:30.000","143.mail.fitstar.com","a","205.201.133.143","201908"
"2019-08-23 23:41:30.000","143.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?allt","201908"
"2019-08-23 23:41:12.000","144.mail.fitstar.com","a","205.201.133.144","201908"
"2019-08-23 23:41:12.000","144.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?all","201908"
"2019-08-23 23:50:12.000","164.mail.fitstar.com","a","205.201.133.164","201908"
"2019-08-23 23:50:12.000","164.mail.fitstar.com","txt","|v=spf1 include:servers.mcsv.net ?all","201908"
